id,categoria,n,m,P,metodo,stato,cmax,tempo_sec,memoria_mb,risolto
medium_08,medium,21,3,1834,DP,OK,612,0.0424036979675293,60.070621490478516,True
medium_08,medium,21,3,1834,PLI,OK,612,0.6548078060150146,115.62109375,True
medium_09,medium,25,3,2632,DP,OK,878,0.12647485733032227,132.00857162475586,True
medium_09,medium,25,3,2632,PLI,OK,878,0.5669195652008057,114.58203125,True
large_00,large,42,3,6815,DP,OK,2272,1.8090317249298096,945.2969541549683,True
large_00,large,42,3,6815,PLI,OK,2272,0.6454288959503174,116.9765625,True
large_01,large,34,3,4997,DP,OK,1666,0.7700395584106445,517.2637748718262,True
large_01,large,34,3,4997,PLI,OK,1666,0.6209681034088135,116.74609375,True
large_02,large,31,3,4945,DP,OK,1649,0.6224427223205566,457.18068981170654,True
large_02,large,31,3,4945,PLI,OK,1649,0.6964459419250488,117.6015625,True
large_03,large,37,3,6084,DP,OK,2028,1.1656277179718018,749.0883779525757,True
large_03,large,37,3,6084,PLI,OK,2028,0.6755690574645996,118.2265625,True
large_04,large,37,3,5110,DP,OK,1704,0.7690529823303223,515.8182277679443,True
large_04,large,37,3,5110,PLI,OK,1704,0.6104283332824707,117.3203125,True
large_05,large,49,3,6263,DP,OK,2088,1.5202114582061768,813.9403638839722,True
large_05,large,49,3,6263,PLI,OK,2088,0.7188422679901123,118.1875,True
large_06,large,48,3,7259,DP,OK,2420,2.204749822616577,1086.0501279830933,True
large_06,large,48,3,7259,PLI,OK,2420,0.6714355945587158,118.12109375,True
large_07,large,40,3,5985,DP,OK,1995,1.1891744136810303,726.8001728057861,True
large_07,large,40,3,5985,PLI,OK,1995,0.6843748092651367,116.98828125,True
large_08,large,37,3,5405,DP,OK,1802,0.8693463802337646,587.5393466949463,True
large_08,large,37,3,5405,PLI,OK,1802,0.6170578002929688,117.44921875,True
large_09,large,44,3,5691,DP,OK,1897,1.0629706382751465,664.9144620895386,True
large_09,large,44,3,5691,PLI,OK,1897,0.7154717445373535,119.12890625,True
large_n_00,large_n,594,3,14775,DP,OK,4925,77.05577826499939,4581.051378250122,True
large_n_00,large_n,594,3,14775,PLI,OK,4925,0.9222111701965332,128.45703125,True
large_n_01,large_n,337,3,8645,DP,OK,2882,15.459948062896729,1568.5542469024658,True
large_n_01,large_n,337,3,8645,PLI,OK,2882,0.7573859691619873,120.51953125,True
large_n_02,large_n,257,3,6590,DP,OK,2197,6.687411546707153,911.56236743927,True
large_n_02,large_n,257,3,6590,PLI,OK,2197,0.7636990547180176,123.65234375,True
large_n_03,large_n,443,3,11125,DP,OK,3709,33.69781255722046,2597.387843132019,True
large_n_03,large_n,443,3,11125,PLI,OK,3709,1.0333101749420166,128.5390625,True
large_n_04,large_n,441,3,10659,DP,OK,3553,30.02383279800415,2384.3754081726074,True
large_n_04,large_n,441,3,10659,PLI,OK,3553,1.7955665588378906,126.20703125,True
large_n_05,large_n,837,3,21051,DP,OK,7017,217.03574323654175,9298.831294059753,True
large_n_05,large_n,837,3,21051,PLI,OK,7017,1.103492021560669,135.88671875,True
large_n_06,large_n,787,3,20402,DP,OK,6801,150.69291305541992,8734.344356536865,True
large_n_06,large_n,787,3,20402,PLI,OK,6801,2.23602032661438,134.015625,True
large_n_07,large_n,531,3,13255,DP,OK,4419,54.54485201835632,3687.0399742126465,True
large_n_07,large_n,531,3,13255,PLI,OK,4419,0.9646894931793213,129.7109375,True
large_n_08,large_n,432,3,10626,DP,OK,3542,28.834700345993042,2369.6364402770996,True
large_n_08,large_n,432,3,10626,PLI,OK,3542,1.03196120262146,131.06640625,True
large_n_09,large_n,674,3,16571,DP,OK,5524,87.6743392944336,5762.310297966003,True
large_n_09,large_n,674,3,16571,PLI,OK,5524,1.1335604190826416,136.05078125,True
narrow_00,narrow,24,3,1194,DP,OK,398,0.08769869804382324,13.01837158203125,True
narrow_00,narrow,24,3,1194,PLI,OK,398,0.6725542545318604,116.3984375,True
narrow_01,narrow,20,3,998,DP,OK,340,0.007987260818481445,7.432826995849609,True
narrow_01,narrow,20,3,998,PLI,OK,340,0.8235883712768555,118.5625,True
narrow_02,narrow,18,3,909,DP,OK,303,0.0055887699127197266,6.194307327270508,True
narrow_02,narrow,18,3,909,PLI,OK,303,0.6310453414916992,116.04296875,True
narrow_03,narrow,21,3,1075,DP,OK,359,0.008545637130737305,8.072885513305664,True
narrow_03,narrow,21,3,1075,PLI,OK,359,0.5858142375946045,113.94140625,True
narrow_04,narrow,21,3,1023,DP,OK,341,0.007773160934448242,7.243684768676758,True
narrow_04,narrow,21,3,1023,PLI,OK,341,0.612642765045166,114.48828125,True
narrow_05,narrow,27,3,1331,DP,OK,444,0.017964601516723633,20.52178382873535,True
narrow_05,narrow,27,3,1331,PLI,OK,444,0.5848469734191895,114.3359375,True
narrow_06,narrow,27,3,1365,DP,OK,455,0.02107858657836914,22.592683792114258,True
narrow_06,narrow,27,3,1365,PLI,OK,455,0.5848777294158936,114.30078125,True
narrow_07,narrow,23,3,1129,DP,OK,378,0.01080012321472168,12.892724990844727,True
narrow_07,narrow,23,3,1129,PLI,OK,378,1.304081916809082,121.83203125,True
narrow_08,narrow,21,3,1046,DP,OK,349,0.01034855842590332,8.23617935180664,True
narrow_08,narrow,21,3,1046,PLI,OK,349,0.6551599502563477,112.81640625,True
narrow_09,narrow,25,3,1238,DP,OK,415,0.015984773635864258,16.650699615478516,True
narrow_09,narrow,25,3,1238,PLI,OK,415,1.1349642276763916,120.71875,True
wide_00,wide,24,3,13366,DP,OK,4456,4.193667411804199,2671.1094732284546,True
wide_00,wide,24,3,13366,PLI,OK,4456,0.8658332824707031,117.4453125,True
wide_01,wide,20,3,10215,DP,OK,3405,2.4037318229675293,1426.5905866622925,True
wide_01,wide,20,3,10215,PLI,OK,3405,0.7836825847625732,115.73046875,True
wide_02,wide,18,3,8254,DP,OK,2752,1.2378544807434082,824.4097414016724,True
wide_02,wide,18,3,8254,PLI,OK,2752,0.8781309127807617,117.046875,True
wide_03,wide,21,3,10415,DP,OK,3472,2.2805395126342773,1502.3048191070557,True
wide_03,wide,21,3,10415,PLI,OK,3472,0.9248659610748291,117.17578125,True
wide_04,wide,21,3,8236,DP,OK,2746,1.4694223403930664,985.0052995681763,True
wide_04,wide,21,3,8236,PLI,OK,2746,0.8442122936248779,117.671875,True
wide_05,wide,27,3,15354,DP,OK,5118,6.260323524475098,3938.1706132888794,True
wide_05,wide,27,3,15354,PLI,OK,5118,0.9877803325653076,118.109375,True
wide_06,wide,27,3,13822,DP,OK,4608,5.054818391799927,3406.596905708313,True
wide_06,wide,27,3,13822,PLI,OK,4608,1.022461175918579,117.36328125,True
wide_07,wide,23,3,8493,DP,OK,2831,1.831672191619873,1321.2616453170776,True
wide_07,wide,23,3,8493,PLI,OK,2831,1.1518259048461914,118.5,True
wide_08,wide,21,3,8338,DP,OK,2780,1.5976741313934326,1071.2998371124268,True
wide_08,wide,21,3,8338,PLI,OK,2780,0.9012267589569092,117.60546875,True
wide_09,wide,25,3,12426,DP,OK,4142,3.7838430404663086,2524.1176204681396,True
wide_09,wide,25,3,12426,PLI,OK,4142,1.2532744407653809,117.73046875,True
exponential_00,exponential,24,3,1460,DP,OK,487,0.06318259239196777,40.90994167327881,True
exponential_00,exponential,24,3,1460,PLI,OK,487,0.6037137508392334,99.8671875,True
exponential_01,exponential,20,3,788,DP,OK,263,0.006826877593994141,12.969593048095703,True
exponential_01,exponential,20,3,788,PLI,OK,263,0.5861217975616455,112.42578125,True
exponential_02,exponential,18,3,1286,DP,OK,429,0.020136356353759766,33.27585220336914,True
exponential_02,exponential,18,3,1286,PLI,OK,429,0.6101934909820557,115.6484375,True
exponential_03,exponential,21,3,1019,DP,OK,340,0.011594057083129883,20.5330228805542,True
exponential_03,exponential,21,3,1019,PLI,OK,340,0.6725075244903564,115.875,True
exponential_04,exponential,21,3,901,DP,OK,301,0.011954307556152344,17.07416820526123,True
exponential_04,exponential,21,3,901,PLI,OK,301,0.6512911319732666,114.81640625,True
exponential_05,exponential,27,3,1206,DP,OK,402,0.02146458625793457,30.175762176513672,True
exponential_05,exponential,27,3,1206,PLI,OK,402,0.6097793579101562,115.4140625,True
exponential_06,exponential,27,3,1271,DP,OK,424,0.021614551544189453,32.38736152648926,True
exponential_06,exponential,27,3,1271,PLI,OK,424,0.6373820304870605,116.10546875,True
exponential_07,exponential,23,3,923,DP,OK,308,0.01040792465209961,17.82615089416504,True
exponential_07,exponential,23,3,923,PLI,OK,308,0.7436521053314209,117.390625,True
exponential_08,exponential,21,3,873,DP,OK,291,0.008870601654052734,14.850458145141602,True
exponential_08,exponential,21,3,873,PLI,OK,291,0.5853464603424072,114.2421875,True
exponential_09,exponential,25,3,1574,DP,OK,525,0.03315854072570801,50.81959915161133,True
exponential_09,exponential,25,3,1574,PLI,OK,525,0.6157472133636475,115.68359375,True
