id,categoria,n,m,P,metodo,stato,cmax,tempo_sec,memoria_mb,risolto
large_n_02,large_n,257,4,6590,PLI,OK,1648.0,0.8413362503051758,125.59375,True
large_n_03,large_n,443,4,11125,DP,MEMORY_GUARD,,7.867813110351562e-06,0.0004253387451171875,False
large_n_03,large_n,443,4,11125,PLI,OK,2782.0,0.9277534484863281,132.35546875,True
large_n_04,large_n,441,4,10659,DP,MEMORY_GUARD,,9.5367431640625e-06,0.0004253387451171875,False
large_n_04,large_n,441,4,10659,PLI,OK,2665.0,0.8951501846313477,124.609375,True
large_n_05,large_n,837,4,21051,DP,MEMORY_GUARD,,9.059906005859375e-06,0.0004253387451171875,False
large_n_05,large_n,837,4,21051,PLI,OK,5263.0,1.71286940574646,150.4375,True
large_n_06,large_n,787,4,20402,DP,MEMORY_GUARD,,9.5367431640625e-06,0.0004253387451171875,False
large_n_06,large_n,787,4,20402,PLI,OK,5101.0,1.4676547050476074,148.984375,True
large_n_07,large_n,531,4,13255,DP,MEMORY_GUARD,,9.059906005859375e-06,0.0004253387451171875,False
large_n_07,large_n,531,4,13255,PLI,OK,3314.0,1.8584623336791992,136.12109375,True
large_n_08,large_n,432,4,10626,DP,MEMORY_GUARD,,8.106231689453125e-06,0.0004253387451171875,False
large_n_08,large_n,432,4,10626,PLI,OK,2657.0,1.1604161262512207,133.390625,True
large_n_09,large_n,674,4,16571,DP,MEMORY_GUARD,,1.0251998901367188e-05,0.0004253387451171875,False
large_n_09,large_n,674,4,16571,PLI,OK,4143.0,2.2315452098846436,147.296875,True
narrow_00,narrow,24,4,1194,DP,MEMORY_GUARD,,1.0967254638671875e-05,0.0004253387451171875,False
narrow_00,narrow,24,4,1194,PLI,OK,299.0,0.6849977970123291,116.328125,True
narrow_01,narrow,20,4,998,DP,OK,250.0,17.962585926055908,2541.1707620620728,True
narrow_01,narrow,20,4,998,PLI,OK,250.0,0.8323259353637695,117.55859375,True
narrow_02,narrow,18,4,909,DP,OK,239.0,12.732206583023071,1922.2542295455933,True
narrow_02,narrow,18,4,909,PLI,OK,239.0,0.9866480827331543,120.2421875,True
narrow_03,narrow,21,4,1075,DP,MEMORY_GUARD,,8.106231689453125e-06,0.0004253387451171875,False
narrow_03,narrow,21,4,1075,PLI,OK,283.0,1.0431630611419678,120.47265625,True
narrow_04,narrow,21,4,1023,DP,MEMORY_GUARD,,7.62939453125e-06,0.0004253387451171875,False
narrow_04,narrow,21,4,1023,PLI,OK,274.0,1.5467309951782227,123.59765625,True
narrow_05,narrow,27,4,1331,DP,MEMORY_GUARD,,7.62939453125e-06,0.0004253387451171875,False
narrow_05,narrow,27,4,1331,PLI,OK,337.0,1.3588714599609375,121.6796875,True
narrow_06,narrow,27,4,1365,DP,MEMORY_GUARD,,1.049041748046875e-05,0.0004253387451171875,False
narrow_06,narrow,27,4,1365,PLI,OK,346.0,1.377713680267334,121.86328125,True
narrow_07,narrow,23,4,1129,DP,MEMORY_GUARD,,8.106231689453125e-06,0.0004253387451171875,False
narrow_07,narrow,23,4,1129,PLI,OK,287.0,1.7810301780700684,125.30859375,True
narrow_08,narrow,21,4,1046,DP,MEMORY_GUARD,,7.867813110351562e-06,0.0004253387451171875,False
narrow_08,narrow,21,4,1046,PLI,OK,278.0,2.0110976696014404,126.89453125,True
narrow_09,narrow,25,4,1238,DP,MEMORY_GUARD,,9.059906005859375e-06,0.0004253387451171875,False
narrow_09,narrow,25,4,1238,PLI,OK,321.0,1.0980801582336426,120.21875,True
wide_00,wide,24,4,13366,DP,MEMORY_GUARD,,1.2636184692382812e-05,0.0004253387451171875,False
wide_00,wide,24,4,13366,PLI,OK,3342.0,3.7402098178863525,125.1484375,True
wide_01,wide,20,4,10215,DP,MEMORY_GUARD,,7.62939453125e-06,0.0004253387451171875,False
wide_01,wide,20,4,10215,PLI,OK,2554.0,7.879461765289307,130.234375,True
wide_02,wide,18,4,8254,DP,MEMORY_GUARD,,7.62939453125e-06,0.0004253387451171875,False
wide_02,wide,18,4,8254,PLI,OK,2065.0,8.157121896743774,127.50390625,True
wide_03,wide,21,4,10415,DP,MEMORY_GUARD,,8.344650268554688e-06,0.0004253387451171875,False
wide_03,wide,21,4,10415,PLI,OK,2604.0,1.8466370105743408,123.01953125,True
wide_04,wide,21,4,8236,DP,MEMORY_GUARD,,7.62939453125e-06,0.0004253387451171875,False
wide_04,wide,21,4,8236,PLI,OK,2059.0,2.6539247035980225,124.9375,True
wide_05,wide,27,4,15354,DP,MEMORY_GUARD,,7.62939453125e-06,0.0004253387451171875,False
wide_05,wide,27,4,15354,PLI,OK,3839.0,1.2266786098480225,121.6796875,True
wide_06,wide,27,4,13822,DP,MEMORY_GUARD,,7.867813110351562e-06,0.0004253387451171875,False
wide_06,wide,27,4,13822,PLI,OK,3456.0,1.2063755989074707,120.35546875,True
wide_07,wide,23,4,8493,DP,MEMORY_GUARD,,9.059906005859375e-06,0.0004253387451171875,False
wide_07,wide,23,4,8493,PLI,OK,2124.0,0.9930963516235352,119.37109375,True
wide_08,wide,21,4,8338,DP,MEMORY_GUARD,,7.867813110351562e-06,0.0004253387451171875,False
wide_08,wide,21,4,8338,PLI,OK,2085.0,1.1800951957702637,121.0078125,True
wide_09,wide,25,4,12426,DP,MEMORY_GUARD,,8.106231689453125e-06,0.0004253387451171875,False
wide_09,wide,25,4,12426,PLI,OK,3107.0,3.146110773086548,124.55859375,True
exponential_00,exponential,24,4,1460,DP,MEMORY_GUARD,,1.0251998901367188e-05,0.0004253387451171875,False
exponential_00,exponential,24,4,1460,PLI,OK,365.0,0.8045129776000977,119.8515625,True
exponential_01,exponential,20,4,788,DP,OK,197.0,11.862613916397095,4607.5291566848755,True
exponential_01,exponential,20,4,788,PLI,OK,197.0,0.7498795986175537,118.78125,True
exponential_02,exponential,18,4,1286,DP,MEMORY_GUARD,,7.3909759521484375e-06,0.0004253387451171875,False
exponential_02,exponential,18,4,1286,PLI,OK,409.0,0.5887923240661621,113.9921875,True
exponential_03,exponential,21,4,1019,DP,MEMORY_GUARD,,7.152557373046875e-06,0.0004253387451171875,False
exponential_03,exponential,21,4,1019,PLI,OK,255.0,0.6619999408721924,116.91015625,True
exponential_04,exponential,21,4,901,DP,OK,230.0,16.836186170578003,6985.911514282227,True
exponential_04,exponential,21,4,901,PLI,OK,230.0,0.6490459442138672,115.09375,True
exponential_05,exponential,27,4,1206,DP,MEMORY_GUARD,,7.152557373046875e-06,0.0004253387451171875,False
exponential_05,exponential,27,4,1206,PLI,OK,302.0,0.6480693817138672,116.65234375,True
exponential_06,exponential,27,4,1271,DP,MEMORY_GUARD,,9.059906005859375e-06,0.0004253387451171875,False
exponential_06,exponential,27,4,1271,PLI,OK,318.0,0.7787220478057861,120.23046875,True
exponential_07,exponential,23,4,923,DP,OK,231.0,18.45890784263611,7464.009036064148,True
exponential_07,exponential,23,4,923,PLI,OK,231.0,0.6657724380493164,115.30859375,True
exponential_08,exponential,21,4,873,DP,OK,219.0,12.55064582824707,5548.76104259491,True
exponential_08,exponential,21,4,873,PLI,OK,219.0,0.74288010597229,117.4296875,True
exponential_09,exponential,25,4,1574,DP,MEMORY_GUARD,,8.344650268554688e-06,0.0004253387451171875,False
exponential_09,exponential,25,4,1574,PLI,OK,394.0,0.6101975440979004,115.35546875,True
