id,categoria,n,m,P,metodo,stato,cmax,tempo_sec,memoria_mb,risolto
medium_03,medium,21,4,2332,DP,MEMORY_GUARD,,8.106231689453125e-06,0.0004253387451171875,False
medium_03,medium,21,4,2332,PLI,OK,583.0,0.823272705078125,117.00390625,True
medium_04,medium,21,4,1872,DP,MEMORY_GUARD,,7.867813110351562e-06,0.0004253387451171875,False
medium_04,medium,21,4,1872,PLI,OK,468.0,1.2287464141845703,117.0625,True
medium_05,medium,27,4,2770,DP,MEMORY_GUARD,,2.09808349609375e-05,0.0004253387451171875,False
medium_05,medium,27,4,2770,PLI,OK,693.0,1.6442298889160156,117.4375,True
medium_06,medium,27,4,2878,DP,MEMORY_GUARD,,1.9788742065429688e-05,0.0004253387451171875,False
medium_06,medium,27,4,2878,PLI,OK,720.0,2.245500326156616,119.45703125,True
medium_07,medium,23,4,1716,DP,MEMORY_GUARD,,1.239776611328125e-05,0.0004253387451171875,False
medium_07,medium,23,4,1716,PLI,OK,429.0,1.4805147647857666,119.20703125,True
medium_08,medium,21,4,1834,DP,MEMORY_GUARD,,1.239776611328125e-05,0.0004253387451171875,False
medium_08,medium,21,4,1834,PLI,OK,459.0,1.5793237686157227,118.0234375,True
medium_09,medium,25,4,2632,DP,MEMORY_GUARD,,1.6689300537109375e-05,0.0004253387451171875,False
medium_09,medium,25,4,2632,PLI,OK,658.0,1.904021978378296,120.109375,True
large_00,large,42,4,6815,DP,MEMORY_GUARD,,1.049041748046875e-05,0.0004253387451171875,False
large_00,large,42,4,6815,PLI,OK,1704.0,1.2962925434112549,124.5859375,True
large_01,large,34,4,4997,DP,MEMORY_GUARD,,8.58306884765625e-06,0.0004253387451171875,False
large_01,large,34,4,4997,PLI,OK,1250.0,1.1426050662994385,119.24609375,True
large_02,large,31,4,4945,DP,MEMORY_GUARD,,2.8848648071289062e-05,0.0004253387451171875,False
large_02,large,31,4,4945,PLI,OK,1237.0,1.3777658939361572,121.078125,True
large_03,large,37,4,6084,DP,MEMORY_GUARD,,9.298324584960938e-06,0.0004253387451171875,False
large_03,large,37,4,6084,PLI,OK,1521.0,1.7795920372009277,124.4921875,True
large_04,large,37,4,5110,DP,MEMORY_GUARD,,1.1444091796875e-05,0.0004253387451171875,False
large_04,large,37,4,5110,PLI,OK,1278.0,0.9628045558929443,118.1875,True
large_05,large,49,4,6263,DP,MEMORY_GUARD,,1.1205673217773438e-05,0.0004253387451171875,False
large_05,large,49,4,6263,PLI,OK,1566.0,0.8721067905426025,118.3046875,True
large_06,large,48,4,7259,DP,MEMORY_GUARD,,7.152557373046875e-06,0.0004253387451171875,False
large_06,large,48,4,7259,PLI,OK,1815.0,1.3152432441711426,123.29296875,True
large_07,large,40,4,5985,DP,MEMORY_GUARD,,1.4543533325195312e-05,0.0004253387451171875,False
large_07,large,40,4,5985,PLI,OK,1497.0,1.2971973419189453,122.5,True
large_08,large,37,4,5405,DP,MEMORY_GUARD,,9.059906005859375e-06,0.0004253387451171875,False
large_08,large,37,4,5405,PLI,OK,1352.0,1.4028286933898926,120.421875,True
large_09,large,44,4,5691,DP,MEMORY_GUARD,,8.821487426757812e-06,0.0004253387451171875,False
large_09,large,44,4,5691,PLI,OK,1423.0,0.9460065364837646,120.7578125,True
large_n_00,large_n,594,4,14775,DP,MEMORY_GUARD,,1.3589859008789062e-05,0.0004253387451171875,False
large_n_00,large_n,594,4,14775,PLI,OK,3694.0,1.5201075077056885,138.07421875,True
large_n_01,large_n,337,4,8645,DP,MEMORY_GUARD,,9.059906005859375e-06,0.0004253387451171875,False
large_n_01,large_n,337,4,8645,PLI,OK,2162.0,1.8431029319763184,142.8046875,True
large_n_02,large_n,257,4,6590,DP,MEMORY_GUARD,,7.152557373046875e-06,0.0004253387451171875,False
large_n_02,large_n,257,4,6590,PLI,OK,1648.0,1.0143773555755615,125.4375,True
large_n_03,large_n,443,4,11125,DP,MEMORY_GUARD,,9.298324584960938e-06,0.0004253387451171875,False
large_n_03,large_n,443,4,11125,PLI,OK,2782.0,1.0821261405944824,132.0703125,True
large_n_04,large_n,441,4,10659,DP,MEMORY_GUARD,,1.1205673217773438e-05,0.0004253387451171875,False
large_n_04,large_n,441,4,10659,PLI,OK,2665.0,1.03035306930542,124.21484375,True
large_n_05,large_n,837,4,21051,DP,MEMORY_GUARD,,1.7642974853515625e-05,0.0004253387451171875,False
large_n_05,large_n,837,4,21051,PLI,OK,5263.0,2.0605764389038086,150.1484375,True
large_n_06,large_n,787,4,20402,DP,MEMORY_GUARD,,9.298324584960938e-06,0.0004253387451171875,False
large_n_06,large_n,787,4,20402,PLI,OK,5101.0,1.653245210647583,147.69140625,True
large_n_07,large_n,531,4,13255,DP,MEMORY_GUARD,,1.3828277587890625e-05,0.0004253387451171875,False
large_n_07,large_n,531,4,13255,PLI,OK,3314.0,2.0153884887695312,136.3125,True
large_n_08,large_n,432,4,10626,DP,MEMORY_GUARD,,1.52587890625e-05,0.0004253387451171875,False
large_n_08,large_n,432,4,10626,PLI,OK,2657.0,1.2100205421447754,132.65234375,True
large_n_09,large_n,674,4,16571,DP,MEMORY_GUARD,,1.1920928955078125e-05,0.0004253387451171875,False
large_n_09,large_n,674,4,16571,PLI,OK,4143.0,2.330338478088379,146.9453125,True
narrow_00,narrow,24,4,1194,DP,MEMORY_GUARD,,7.3909759521484375e-06,0.0004253387451171875,False
narrow_00,narrow,24,4,1194,PLI,OK,299.0,0.6560783386230469,116.09375,True
narrow_01,narrow,20,4,998,DP,OK,250.0,20.743670225143433,2541.1707401275635,True
narrow_01,narrow,20,4,998,PLI,OK,250.0,0.6960024833679199,117.14453125,True
narrow_02,narrow,18,4,909,DP,OK,239.0,14.511526107788086,1922.2544736862183,True
narrow_02,narrow,18,4,909,PLI,OK,239.0,1.3332817554473877,121.56640625,True
narrow_03,narrow,21,4,1075,DP,MEMORY_GUARD,,7.3909759521484375e-06,0.0004253387451171875,False
narrow_03,narrow,21,4,1075,PLI,OK,283.0,1.109543800354004,120.07421875,True
narrow_04,narrow,21,4,1023,DP,MEMORY_GUARD,,8.344650268554688e-06,0.0004253387451171875,False
narrow_04,narrow,21,4,1023,PLI,OK,274.0,1.8667218685150146,123.51953125,True
narrow_05,narrow,27,4,1331,DP,MEMORY_GUARD,,9.775161743164062e-06,0.0004253387451171875,False
narrow_05,narrow,27,4,1331,PLI,OK,337.0,1.8066425323486328,122.1484375,True
narrow_06,narrow,27,4,1365,DP,MEMORY_GUARD,,1.0728836059570312e-05,0.0004253387451171875,False
narrow_06,narrow,27,4,1365,PLI,OK,346.0,1.6837115287780762,121.60546875,True
narrow_07,narrow,23,4,1129,DP,MEMORY_GUARD,,7.152557373046875e-06,0.0004253387451171875,False
narrow_07,narrow,23,4,1129,PLI,OK,287.0,1.9012744426727295,124.9609375,True
narrow_08,narrow,21,4,1046,DP,MEMORY_GUARD,,8.821487426757812e-06,0.0004253387451171875,False
narrow_08,narrow,21,4,1046,PLI,OK,278.0,2.1527822017669678,126.7421875,True
narrow_09,narrow,25,4,1238,DP,MEMORY_GUARD,,1.1920928955078125e-05,0.0004253387451171875,False
narrow_09,narrow,25,4,1238,PLI,OK,321.0,1.1599421501159668,120.25,True
wide_00,wide,24,4,13366,DP,MEMORY_GUARD,,1.0251998901367188e-05,0.0004253387451171875,False
wide_00,wide,24,4,13366,PLI,OK,3342.0,4.09346079826355,124.359375,True
wide_01,wide,20,4,10215,DP,MEMORY_GUARD,,1.0013580322265625e-05,0.0004253387451171875,False
wide_01,wide,20,4,10215,PLI,OK,2554.0,8.470190048217773,130.078125,True
wide_02,wide,18,4,8254,DP,MEMORY_GUARD,,7.152557373046875e-06,0.0004253387451171875,False
wide_02,wide,18,4,8254,PLI,OK,2065.0,8.419154405593872,126.8515625,True
wide_03,wide,21,4,10415,DP,MEMORY_GUARD,,8.821487426757812e-06,0.0004253387451171875,False
wide_03,wide,21,4,10415,PLI,OK,2604.0,1.9975106716156006,122.671875,True
wide_04,wide,21,4,8236,DP,MEMORY_GUARD,,1.1682510375976562e-05,0.0004253387451171875,False
wide_04,wide,21,4,8236,PLI,OK,2059.0,2.792508363723755,124.5078125,True
wide_05,wide,27,4,15354,DP,MEMORY_GUARD,,8.821487426757812e-06,0.0004253387451171875,False
wide_05,wide,27,4,15354,PLI,OK,3839.0,1.5530123710632324,121.5078125,True
wide_06,wide,27,4,13822,DP,MEMORY_GUARD,,9.5367431640625e-06,0.0004253387451171875,False
wide_06,wide,27,4,13822,PLI,OK,3456.0,1.4735007286071777,120.0859375,True
wide_07,wide,23,4,8493,DP,MEMORY_GUARD,,7.3909759521484375e-06,0.0004253387451171875,False
wide_07,wide,23,4,8493,PLI,OK,2124.0,1.176687479019165,119.19921875,True
wide_08,wide,21,4,8338,DP,MEMORY_GUARD,,7.867813110351562e-06,0.0004253387451171875,False
wide_08,wide,21,4,8338,PLI,OK,2085.0,1.4014713764190674,120.84765625,True
wide_09,wide,25,4,12426,DP,MEMORY_GUARD,,8.58306884765625e-06,0.0004253387451171875,False
wide_09,wide,25,4,12426,PLI,OK,3107.0,3.4181811809539795,124.3046875,True
exponential_00,exponential,24,4,1460,DP,MEMORY_GUARD,,1.430511474609375e-05,0.0004253387451171875,False
exponential_00,exponential,24,4,1460,PLI,OK,365.0,0.8784911632537842,119.41015625,True
exponential_01,exponential,20,4,788,DP,OK,197.0,13.302584648132324,4607.529552459717,True
exponential_01,exponential,20,4,788,PLI,OK,197.0,0.7311758995056152,118.40625,True
exponential_02,exponential,18,4,1286,DP,MEMORY_GUARD,,7.152557373046875e-06,0.0004253387451171875,False
exponential_02,exponential,18,4,1286,PLI,OK,409.0,0.6233971118927002,112.44140625,True
exponential_03,exponential,21,4,1019,DP,MEMORY_GUARD,,7.62939453125e-06,0.0004253387451171875,False
exponential_03,exponential,21,4,1019,PLI,OK,255.0,0.677471399307251,116.2890625,True
exponential_04,exponential,21,4,901,DP,OK,230.0,20.47406840324402,6985.911242485046,True
exponential_04,exponential,21,4,901,PLI,OK,230.0,1.1225829124450684,114.7265625,True
exponential_05,exponential,27,4,1206,DP,MEMORY_GUARD,,9.5367431640625e-06,0.0004253387451171875,False
exponential_05,exponential,27,4,1206,PLI,OK,302.0,1.0745604038238525,116.1796875,True
exponential_06,exponential,27,4,1271,DP,MEMORY_GUARD,,1.239776611328125e-05,0.0004253387451171875,False
exponential_06,exponential,27,4,1271,PLI,OK,318.0,1.5958960056304932,119.96875,True
exponential_07,exponential,23,4,923,DP,OK,231.0,30.865361213684082,7464.00931930542,True
exponential_07,exponential,23,4,923,PLI,OK,231.0,1.9034078121185303,115.0,True
exponential_08,exponential,21,4,873,DP,OK,219.0,17.937273263931274,5548.760707855225,True
exponential_08,exponential,21,4,873,PLI,OK,219.0,0.7226932048797607,117.3515625,True
exponential_09,exponential,25,4,1574,DP,MEMORY_GUARD,,9.775161743164062e-06,0.0004253387451171875,False
exponential_09,exponential,25,4,1574,PLI,OK,394.0,0.6523339748382568,115.0859375,True
