id,categoria,n,m,P,metodo,stato,cmax,tempo_sec,memoria_mb,risolto
medium_02,medium,18,3,1806,PLI,OK,602,0.6487686634063721,115.37109375,True
medium_03,medium,21,3,2332,DP,OK,778,0.07663345336914062,88.53642749786377,True
medium_03,medium,21,3,2332,PLI,OK,778,0.6467907428741455,116.0390625,True
medium_04,medium,21,3,1872,DP,OK,624,0.06036090850830078,64.02109146118164,True
medium_04,medium,21,3,1872,PLI,OK,624,0.652024507522583,115.171875,True
medium_05,medium,27,3,2770,DP,OK,924,0.18657588958740234,147.07717514038086,True
medium_05,medium,27,3,2770,PLI,OK,924,0.5892436504364014,115.91015625,True
medium_06,medium,27,3,2878,DP,OK,960,0.19444537162780762,166.83124923706055,True
medium_06,medium,27,3,2878,PLI,OK,960,0.6458446979522705,116.31640625,True
medium_07,medium,23,3,1716,DP,OK,572,0.050896644592285156,58.40353012084961,True
medium_07,medium,23,3,1716,PLI,OK,572,0.59954833984375,115.49609375,True
medium_08,medium,21,3,1834,DP,OK,612,0.045703887939453125,60.070621490478516,True
medium_08,medium,21,3,1834,PLI,OK,612,0.6165082454681396,115.71484375,True
medium_09,medium,25,3,2632,DP,OK,878,0.15426301956176758,132.00857162475586,True
medium_09,medium,25,3,2632,PLI,OK,878,0.6845788955688477,115.67578125,True
large_00,large,42,3,6815,DP,OK,2272,2.1670384407043457,945.2974510192871,True
large_00,large,42,3,6815,PLI,OK,2272,0.6483075618743896,117.109375,True
large_01,large,34,3,4997,DP,OK,1666,0.7686977386474609,517.263819694519,True
large_01,large,34,3,4997,PLI,OK,1666,0.6220486164093018,117.09765625,True
large_02,large,31,3,4945,DP,OK,1649,0.672229528427124,457.18072032928467,True
large_02,large,31,3,4945,PLI,OK,1649,0.7427115440368652,117.515625,True
large_03,large,37,3,6084,DP,OK,2028,1.3314814567565918,749.087854385376,True
large_03,large,37,3,6084,PLI,OK,2028,0.6161572933197021,118.3359375,True
large_04,large,37,3,5110,DP,OK,1704,0.8075706958770752,515.8183174133301,True
large_04,large,37,3,5110,PLI,OK,1704,0.6499752998352051,117.2578125,True
large_05,large,49,3,6263,DP,OK,2088,1.7162573337554932,813.9403638839722,True
large_05,large,49,3,6263,PLI,OK,2088,0.6787948608398438,117.859375,True
large_06,large,48,3,7259,DP,OK,2420,2.6321194171905518,1086.050693511963,True
large_06,large,48,3,7259,PLI,OK,2420,0.6222858428955078,118.70703125,True
large_07,large,40,3,5985,DP,OK,1995,1.460857629776001,726.8001279830933,True
large_07,large,40,3,5985,PLI,OK,1995,0.6184945106506348,117.03125,True
large_08,large,37,3,5405,DP,OK,1802,0.9026987552642822,587.5386018753052,True
large_08,large,37,3,5405,PLI,OK,1802,0.6140835285186768,117.2578125,True
large_09,large,44,3,5691,DP,OK,1897,1.1200158596038818,664.9145069122314,True
large_09,large,44,3,5691,PLI,OK,1897,0.7141721248626709,119.4453125,True
large_n_00,large_n,594,3,14775,DP,OK,4925,93.04527807235718,4581.050091743469,True
large_n_00,large_n,594,3,14775,PLI,OK,4925,2.2916619777679443,128.0,True
large_n_01,large_n,337,3,8645,DP,OK,2882,19.364281177520752,1568.554440498352,True
large_n_01,large_n,337,3,8645,PLI,OK,2882,0.7558012008666992,119.83203125,True
large_n_02,large_n,257,3,6590,DP,OK,2197,7.44068169593811,911.5623197555542,True
large_n_02,large_n,257,3,6590,PLI,OK,2197,0.8546047210693359,124.33203125,True
large_n_03,large_n,443,3,11125,DP,OK,3709,40.39795207977295,2597.387568473816,True
large_n_03,large_n,443,3,11125,PLI,OK,3709,1.0385143756866455,128.734375,True
large_n_04,large_n,441,3,10659,DP,OK,3553,36.11113166809082,2384.3756313323975,True
large_n_04,large_n,441,3,10659,PLI,OK,3553,0.869739294052124,126.44921875,True
large_n_05,large_n,837,3,21051,DP,OK,7017,277.7703847885132,9298.831194877625,True
large_n_05,large_n,837,3,21051,PLI,OK,7017,2.5128698348999023,135.73046875,True
large_n_06,large_n,787,3,20402,DP,OK,6801,241.55847644805908,8734.34434223175,True
large_n_06,large_n,787,3,20402,PLI,OK,6801,2.385716438293457,134.09375,True
large_n_07,large_n,531,3,13255,DP,OK,4419,85.00756430625916,3687.0400190353394,True
large_n_07,large_n,531,3,13255,PLI,OK,4419,1.063924789428711,129.5390625,True
large_n_08,large_n,432,3,10626,DP,OK,3542,38.02437663078308,2369.63667011261,True
large_n_08,large_n,432,3,10626,PLI,OK,3542,1.0939645767211914,131.44140625,True
large_n_09,large_n,674,3,16571,DP,OK,5524,140.184330701828,5762.310222625732,True
large_n_09,large_n,674,3,16571,PLI,OK,5524,2.382570266723633,135.41015625,True
narrow_00,narrow,24,3,1194,DP,OK,398,0.041635990142822266,13.016823768615723,True
narrow_00,narrow,24,3,1194,PLI,OK,398,0.7503504753112793,116.65234375,True
narrow_01,narrow,20,3,998,DP,OK,340,0.008643865585327148,7.432826995849609,True
narrow_01,narrow,20,3,998,PLI,OK,340,0.8988168239593506,118.65234375,True
narrow_02,narrow,18,3,909,DP,OK,303,0.005785226821899414,6.194307327270508,True
narrow_02,narrow,18,3,909,PLI,OK,303,0.7378137111663818,115.79296875,True
narrow_03,narrow,21,3,1075,DP,OK,359,0.009609460830688477,8.072885513305664,True
narrow_03,narrow,21,3,1075,PLI,OK,359,0.6397621631622314,99.859375,True
narrow_04,narrow,21,3,1023,DP,OK,341,0.011133909225463867,7.243684768676758,True
narrow_04,narrow,21,3,1023,PLI,OK,341,0.6851320266723633,114.26171875,True
narrow_05,narrow,27,3,1331,DP,OK,444,0.019887685775756836,20.52178382873535,True
narrow_05,narrow,27,3,1331,PLI,OK,444,0.6559045314788818,114.50390625,True
narrow_06,narrow,27,3,1365,DP,OK,455,0.022545814514160156,22.592042922973633,True
narrow_06,narrow,27,3,1365,PLI,OK,455,0.7026576995849609,112.78515625,True
narrow_07,narrow,23,3,1129,DP,OK,378,0.012942075729370117,12.892724990844727,True
narrow_07,narrow,23,3,1129,PLI,OK,378,1.460275411605835,121.61328125,True
narrow_08,narrow,21,3,1046,DP,OK,349,0.012519121170043945,8.23617935180664,True
narrow_08,narrow,21,3,1046,PLI,OK,349,0.7112255096435547,99.9765625,True
narrow_09,narrow,25,3,1238,DP,OK,415,0.015488624572753906,16.650699615478516,True
narrow_09,narrow,25,3,1238,PLI,OK,415,1.251556634902954,120.96875,True
wide_00,wide,24,3,13366,DP,OK,4456,5.6573872566223145,2671.108883857727,True
wide_00,wide,24,3,13366,PLI,OK,4456,0.9435796737670898,117.0546875,True
wide_01,wide,20,3,10215,DP,OK,3405,2.8033697605133057,1426.589931488037,True
wide_01,wide,20,3,10215,PLI,OK,3405,0.8048288822174072,115.93359375,True
wide_02,wide,18,3,8254,DP,OK,2752,1.7518131732940674,824.4096965789795,True
wide_02,wide,18,3,8254,PLI,OK,2752,0.8621652126312256,117.1875,True
wide_03,wide,21,3,10415,DP,OK,3472,3.0018229484558105,1502.3047742843628,True
wide_03,wide,21,3,10415,PLI,OK,3472,1.0096375942230225,117.55859375,True
wide_04,wide,21,3,8236,DP,OK,2746,1.984806776046753,985.0052547454834,True
wide_04,wide,21,3,8236,PLI,OK,2746,0.8987827301025391,117.80859375,True
wide_05,wide,27,3,15354,DP,OK,5118,8.611510753631592,3938.170030593872,True
wide_05,wide,27,3,15354,PLI,OK,5118,0.9685485363006592,118.2109375,True
wide_06,wide,27,3,13822,DP,OK,4608,6.789647102355957,3406.59686088562,True
wide_06,wide,27,3,13822,PLI,OK,4608,0.6871018409729004,117.19921875,True
wide_07,wide,23,3,8493,DP,OK,2831,2.4952003955841064,1321.2616453170776,True
wide_07,wide,23,3,8493,PLI,OK,2831,1.1800956726074219,118.9453125,True
wide_08,wide,21,3,8338,DP,OK,2780,2.1270294189453125,1071.2998399734497,True
wide_08,wide,21,3,8338,PLI,OK,2780,0.8918190002441406,117.67578125,True
wide_09,wide,25,3,12426,DP,OK,4142,5.946425199508667,2524.116735458374,True
wide_09,wide,25,3,12426,PLI,OK,4142,1.3804848194122314,118.078125,True
exponential_00,exponential,24,3,1460,DP,OK,487,0.0689077377319336,40.90939903259277,True
exponential_00,exponential,24,3,1460,PLI,OK,487,0.6893887519836426,99.8984375,True
exponential_01,exponential,20,3,788,DP,OK,263,0.00743556022644043,12.969593048095703,True
exponential_01,exponential,20,3,788,PLI,OK,263,0.6694719791412354,114.58203125,True
exponential_02,exponential,18,3,1286,DP,OK,429,0.023107051849365234,33.27585220336914,True
exponential_02,exponential,18,3,1286,PLI,OK,429,0.8883974552154541,115.84765625,True
exponential_03,exponential,21,3,1019,DP,OK,340,0.01857614517211914,20.53306770324707,True
exponential_03,exponential,21,3,1019,PLI,OK,340,0.7678380012512207,116.3828125,True
exponential_04,exponential,21,3,901,DP,OK,301,0.01038360595703125,17.0742130279541,True
exponential_04,exponential,21,3,901,PLI,OK,301,0.8049545288085938,114.73828125,True
exponential_05,exponential,27,3,1206,DP,OK,402,0.021712064743041992,30.175762176513672,True
exponential_05,exponential,27,3,1206,PLI,OK,402,0.6843788623809814,115.40625,True
exponential_06,exponential,27,3,1271,DP,OK,424,0.024274110794067383,32.38736152648926,True
exponential_06,exponential,27,3,1271,PLI,OK,424,0.7196979522705078,116.33984375,True
exponential_07,exponential,23,3,923,DP,OK,308,0.0110321044921875,17.82615089416504,True
exponential_07,exponential,23,3,923,PLI,OK,308,0.8103010654449463,117.4921875,True
exponential_08,exponential,21,3,873,DP,OK,291,0.009308099746704102,14.850458145141602,True
exponential_08,exponential,21,3,873,PLI,OK,291,0.6462621688842773,112.5859375,True
exponential_09,exponential,25,3,1574,DP,OK,525,0.03840446472167969,50.81959915161133,True
exponential_09,exponential,25,3,1574,PLI,OK,525,0.660538911819458,115.66015625,True
